Symbol	Name	LastSale	MarketCap	IPOyear	Sector	industry	Summary Quote
AQBTV	"AquaBounty Technologies, Inc."	15.6	$100.84M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aqbtv
AQXP	"Aquinox Pharmaceuticals, Inc."	17.92	$419.74M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aqxp
ARDM	Aradigm Corporation	1.9	$28.41M	1996	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/ardm
ARLZ	Aralez Pharmaceuticals Inc.	4.37	$279.51M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/arlz
PETX	"Aratana Therapeutics, Inc."	8.02	$297.1M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/petx
ABUS	Arbutus Biopharma Corporation	3	$164.52M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/abus
ARCW	"ARC Group Worldwide, Inc."	4.5	$84.58M	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/arcw
ABIO	"ARCA biopharma, Inc."	2.75	$24.98M	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/abio
RKDA	"Arcadia Biosciences, Inc."	0.958	$42.61M	2015	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/rkda
ARCB	ArcBest Corporation	31.35	$803.27M	n/a	Transportation	Trucking Freight/Courier Services	http://www.nasdaq.com/symbol/arcb
ACGL	Arch Capital Group Ltd.	87.02	$10.68B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/acgl
ACGLP	Arch Capital Group Ltd.	22.25	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/acglp
APLP	"Archrock Partners, L.P."	17.41	$1.14B	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/aplp
ACAT	Arctic Cat Inc.	13.64	$177.97M	1990	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/acat
ARDX	"Ardelyx, Inc."	14.7	$695.34M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ardx
ARNA	"Arena Pharmaceuticals, Inc."	1.42	$345.63M	2000	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/arna
ARCC	Ares Capital Corporation	16.97	$7.23B	2004	n/a	n/a	http://www.nasdaq.com/symbol/arcc
AGII	"Argo Group International Holdings, Ltd."	64.5	$1.93B	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/agii
AGIIL	"Argo Group International Holdings, Ltd."	25.42	n/a	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/agiil
ARGS	"Argos Therapeutics, Inc."	5.4	$222.73M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/args
ARIS	"ARI Network Services, Inc."	5.53	$96.55M	1991	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/aris
ARIA	"ARIAD Pharmaceuticals, Inc."	23.69	$4.6B	1994	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/aria
ARKR	Ark Restaurants Corp.	24.08	$82.31M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/arkr
ARTX	Arotech Corporation	4.15	$109.72M	1994	Miscellaneous	Industrial Machinery/Components	http://www.nasdaq.com/symbol/artx
ARQL	"ArQule, Inc."	1.58	$112.37M	1996	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/arql
ARRY	Array BioPharma Inc.	10.87	$1.83B	2000	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/arry
ARRS	ARRIS International plc	29.71	$5.64B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/arrs
DWAT	Arrow DWA Tactical ETF	10.535	$9.48M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dwat
AROW	Arrow Financial Corporation	38.8	$522.53M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/arow
ARWR	"Arrowhead Pharmaceuticals, Inc."	2.06	$152.8M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/arwr
ARTNA	Artesian Resources Corporation	29.83	$271.91M	n/a	Public Utilities	Water Supply	http://www.nasdaq.com/symbol/artna
ARTW	"Art&#39;s-Way Manufacturing Co., Inc."	3.674	$15.1M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/artw
PUMP	"Asante Solutions, Inc."	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pump
ASBB	"ASB Bancorp, Inc."	30.0245	$113.71M	2011	Finance	Savings Institutions	http://www.nasdaq.com/symbol/asbb
ASNA	"Ascena Retail Group, Inc."	5.42	$1.06B	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/asna
ASND	Ascendis Pharma A/S	20.86	$525.87M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/asnd
ASCMA	"Ascent Capital Group, Inc."	16.92	$208.48M	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/ascma
APWC	Asia Pacific Wire & Cable Corporation Limited	3	$41.46M	n/a	Basic Industries	Telecommunications Equipment	http://www.nasdaq.com/symbol/apwc
ASML	ASML Holding N.V.	115.3	$48.87B	1995	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/asml
AZPN	"Aspen Technology, Inc."	55.65	$4.3B	1994	Technology	EDP Services	http://www.nasdaq.com/symbol/azpn
ASMB	"Assembly Biosciences, Inc."	14.57	$250.98M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/asmb
ASFI	"Asta Funding, Inc."	10.05	$119.36M	1995	Finance	Finance Companies	http://www.nasdaq.com/symbol/asfi
ASTE	"Astec Industries, Inc."	66.92	$1.54B	1986	Capital Goods	Construction/Ag Equipment/Trucks	http://www.nasdaq.com/symbol/aste
ATRO	Astronics Corporation	34.39	$1.15B	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/atro
ALOT	"AstroNova, Inc."	13.9255	$104.06M	1983	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/alot
ASTC	Astrotech Corporation	1.44	$30.5M	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/astc
ASUR	Asure Software Inc	11.05	$95.36M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/asur
ATAI	ATA Inc.	3.414	$78.27M	2008	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/atai
ATRA	"Atara Biotherapeutics, Inc."	14.8	$427.14M	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/atra
ATHN	"athenahealth, Inc."	121.01	$4.78B	2007	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/athn
ATHX	"Athersys, Inc."	1.51	$129.1M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/athx
AAPC	Atlantic Alliance Partnership Corp.	9.62	$35.47M	2015	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/aapc
AAME	Atlantic American Corporation	3.95	$80.64M	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/aame
ACBI	"Atlantic Capital Bancshares, Inc."	19.95	$499.15M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/acbi
ACFC	Atlantic Coast Financial Corporation	7.33	$113.68M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/acfc
ABY	Atlantica Yield plc	19.81	$1.99B	2014	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/aby
ATLC	Atlanticus Holdings Corporation	3.068	$47.16M	1995	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/atlc
AAWW	Atlas Air Worldwide Holdings	52.2	$1.31B	n/a	Transportation	Transportation Services	http://www.nasdaq.com/symbol/aaww
AFH	"Atlas Financial Holdings, Inc."	17.05	$205M	2013	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/afh
TEAM	Atlassian Corporation Plc	26.91	$5.92B	2015	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/team
ATNI	"ATN International, Inc."	82.12	$1.33B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/atni
ATOM	Atomera Incorporated	6	$72.15M	2016	Technology	Semiconductors	http://www.nasdaq.com/symbol/atom
ATOS	Atossa Genetics Inc.	1.49	$5.64M	2012	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/atos
ATRC	"AtriCure, Inc."	16.14	$536.49M	2005	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/atrc
ATRI	Atrion Corporation	461	$840.99M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/atri
ATTU	Attunity Ltd.	6.05	$101.67M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/attu
LIFE	"aTyr Pharma, Inc."	2.5	$59.3M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/life
AUBN	"Auburn National Bancorporation, Inc."	31.05	$113.13M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/aubn
BOLD	"Audentes Therapeutics, Inc."	17.89	$388.66M	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/bold
AUDC	AudioCodes Ltd.	6.42	$212.48M	1999	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/audc
AUPH	Aurinia Pharmaceuticals Inc	2.36	$124.28M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/auph
EARS	Auris Medical Holding AG	1.15	$39.48M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ears
ABTL	Autobytel Inc.	12.87	$141.09M	1999	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/abtl
ADSK	"Autodesk, Inc."	81.32	$18.1B	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/adsk
ADP	"Automatic Data Processing, Inc."	103.77	$46.82B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/adp
AVDL	Avadel Pharmaceuticals plc	10.01	$412.82M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/avdl
AVEO	"AVEO Pharmaceuticals, Inc."	0.615	$46.66M	2010	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aveo
AVXS	"AveXis, Inc."	52.61	$1.46B	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/avxs
AVNW	"Aviat Networks, Inc."	13.75	$72.34M	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/avnw
AVID	"Avid Technology, Inc."	5.11	$207.59M	1993	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/avid
AVGR	"Avinger, Inc."	3.2	$72.97M	2015	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/avgr
AVIR	"Aviragen Therapeutics, Inc."	1.4	$54.1M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/avir
CAR	"Avis Budget Group, Inc."	36.48	$3.21B	n/a	Consumer Services	Rental/Leasing Companies	http://www.nasdaq.com/symbol/car
AHPA	Avista Healthcare Public Acquisition Corp.	9.8	$378.53M	2016	Finance	Business Services	http://www.nasdaq.com/symbol/ahpa
AHPAU	Avista Healthcare Public Acquisition Corp.	10.25	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/ahpau
AHPAW	Avista Healthcare Public Acquisition Corp.	0.54	n/a	2016	Finance	Business Services	http://www.nasdaq.com/symbol/ahpaw
AWRE	"Aware, Inc."	6.4	$144.83M	1996	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/awre
AXAR	Axar Acquisition Corp.	10.05	$85.49M	2014	Finance	Business Services	http://www.nasdaq.com/symbol/axar
AXARU	Axar Acquisition Corp.	9.9149	n/a	2014	Finance	Business Services	http://www.nasdaq.com/symbol/axaru
AXARW	Axar Acquisition Corp.	0.09	n/a	2014	Finance	Business Services	http://www.nasdaq.com/symbol/axarw
ACLS	"Axcelis Technologies, Inc."	15.9	$466.95M	2000	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/acls
AXGN	"AxoGen, Inc."	10.45	$343.79M	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/axgn
AXSM	"Axsome Therapeutics, Inc."	5.55	$106.3M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/axsm
AXTI	AXT Inc	6	$195.36M	1998	Technology	Semiconductors	http://www.nasdaq.com/symbol/axti
AZRX	"AzurRx BioPharma, Inc."	4.63	$44.59M	2016	n/a	n/a	http://www.nasdaq.com/symbol/azrx
BCOM	B Communications Ltd.	21.09	$630.36M	n/a	Consumer Services	Telecommunications Equipment	http://www.nasdaq.com/symbol/bcom
RILY	"B. Riley Financial, Inc."	19.3	$367.53M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rily
RILYL	"B. Riley Financial, Inc."	25.75	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/rilyl
BOSC	B.O.S. Better Online Solutions	2.18	$5.8M	n/a	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/bosc
BEAV	"B/E Aerospace, Inc."	61.16	$6.21B	1990	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/beav
BIDU	"Baidu, Inc."	176.48	$61.22B	2005	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/bidu
BCPC	Balchem Corporation	83.6	$2.65B	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/bcpc
BWINA	"Baldwin & Lyons, Inc."	25	$377.1M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/bwina
BWINB	"Baldwin & Lyons, Inc."	24.5	$369.56M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/bwinb
BLDP	"Ballard Power Systems, Inc."	1.87	$326.78M	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/bldp
BANF	BancFirst Corporation	94.2	$1.48B	1993	Finance	Major Banks	http://www.nasdaq.com/symbol/banf
BANFP	BancFirst Corporation	27.5001	$27.5M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/banfp
BCTF	"Bancorp 34, Inc."	12.84	$44.15M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bctf
BKMU	Bank Mutual Corporation	9.55	$436.17M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bkmu
BOCH	Bank of Commerce Holdings (CA)	9.7	$130.36M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/boch
BMRC	Bank of Marin Bancorp	68.75	$420.97M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bmrc
BMLP	Bank Of Montreal	53.6	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bmlp
BKSC	Bank of South Carolina Corp.	21.5	$106.4M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bksc
BOTJ	"Bank of the James Financial Group, Inc."	15.49	$67.82M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/botj
OZRK	Bank of the Ozarks	53.46	$6.48B	1997	Finance	Major Banks	http://www.nasdaq.com/symbol/ozrk
BFIN	BankFinancial Corporation	14.54	$280.2M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bfin
BWFG	"Bankwell Financial Group, Inc."	29.8	$225.64M	2014	Finance	Major Banks	http://www.nasdaq.com/symbol/bwfg
BANR	Banner Corporation	57.49	$1.93B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/banr
BZUN	Baozun Inc.	13.94	$698.69M	2015	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/bzun
TAPR	Barclays Inverse US Treasury Composite ETN	26.1546	$17.79M	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/tapr
BHAC	Barington/Hilco Acquisition Corp.	10.15	$57.46M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/bhac
BHACR	Barington/Hilco Acquisition Corp.	0.21	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/bhacr
BHACU	Barington/Hilco Acquisition Corp.	10.5	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/bhacu
BHACW	Barington/Hilco Acquisition Corp.	0.1399	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/bhacw
BBSI	"Barrett Business Services, Inc."	62.22	$450.7M	1993	Technology	Professional Services	http://www.nasdaq.com/symbol/bbsi
BSET	"Bassett Furniture Industries, Incorporated"	28	$302.43M	n/a	Consumer Durables	Home Furnishings	http://www.nasdaq.com/symbol/bset
BYBK	"Bay Bancorp, Inc."	6.8	$70.51M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bybk
BV	"Bazaarvoice, Inc."	4.5	$375.6M	2012	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/bv
BCBP	"BCB Bancorp, Inc. (NJ)"	13.5	$151.93M	2005	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bcbp
BECN	"Beacon Roofing Supply, Inc."	44.7	$2.68B	2004	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/becn
BSF	"Bear State Financial, Inc."	10.24	$385.2M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/bsf
BBGI	"Beasley Broadcast Group, Inc."	6.8	$195.67M	2000	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/bbgi
BEBE	"bebe stores, inc."	5.13	$4.11M	1998	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/bebe
BBBY	Bed Bath & Beyond Inc.	40.92	$6.15B	1992	Consumer Services	Home Furnishings	http://www.nasdaq.com/symbol/bbby
BGNE	"BeiGene, Ltd."	32.69	$1.27B	2016	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bgne
BELFA	Bel Fuse Inc.	25.942	$309.58M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/belfa
BELFB	Bel Fuse Inc.	32.25	$384.86M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/belfb
BLPH	"Bellerophon Therapeutics, Inc."	0.6875	$21.8M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/blph
BLCM	"Bellicum Pharmaceuticals, Inc."	13.78	$373.52M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/blcm
BNCL	"Beneficial Bancorp, Inc."	18.05	$1.37B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/bncl
BNFT	"Benefitfocus, Inc."	31.8	$946.08M	2013	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/bnft
BNTC	Benitec Biopharma Limited	1.85	$16.26M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bntc
BNTCW	Benitec Biopharma Limited	0.15	n/a	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bntcw
BGCP	"BGC Partners, Inc."	10.91	$3.04B	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/bgcp
BGFV	Big 5 Sporting Goods Corporation	16.15	$353.61M	2002	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/bgfv
BASI	"Bioanalytical Systems, Inc."	0.73	$5.92M	1997	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/basi
ORPN	Bioblast Pharma Ltd.	1.18	$19.34M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/orpn
BIOC	"Biocept, Inc."	2.09	$36.57M	2014	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/bioc
BCRX	"BioCryst Pharmaceuticals, Inc."	6.25	$460.99M	1994	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/bcrx
BDSI	"BioDelivery Sciences International, Inc."	2	$108.24M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bdsi
BIIB	Biogen Inc.	284.75	$61.95B	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/biib
BIIBV	Biogen Inc.	n/a	n/a	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/biibv
BIOL	"Biolase, Inc."	1.5	$101.35M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/biol
BLFS	"BioLife Solutions, Inc."	1.77	$22.79M	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/blfs
BOLT	BioLight Life Sciences Ltd.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bolt
BLRX	BioLineRx Ltd.	0.905	$51.07M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/blrx
BMRN	BioMarin Pharmaceutical Inc.	86.92	$14.95B	1999	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bmrn
BMRA	"Biomerica, Inc."	2.3	$18.82M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bmra
BVXV	BiondVax Pharmaceuticals Ltd.	3.71	$12.53M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/bvxv
BVXVW	BiondVax Pharmaceuticals Ltd.	0.43	n/a	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/bvxvw
BPTH	"Bio-Path Holdings, Inc."	1.07	$102.34M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bpth
BIOP	"Bioptix, Inc"	3.66	$16.48M	n/a	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/biop
BIOS	"BioScrip, Inc."	1.63	$191.82M	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/bios
BBC	BioShares Biotechnology Clinical Trials Fund	19.9701	$21.97M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbc
BBP	BioShares Biotechnology Products Fund	35.64	$33.86M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bbp
BSTC	BioSpecifics Technologies Corp	53.56	$382.8M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bstc
BSTG	"Biostage, Inc."	0.84	$14.37M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/bstg
BSPM	"Biostar Pharmaceuticals, Inc."	2.96	$7.81M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/bspm
TECH	Bio-Techne Corp	101.39	$3.78B	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/tech
BEAT	"BioTelemetry, Inc."	21.45	$605.56M	2008	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/beat
BIVVV	Bioverativ Inc.	45.77	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bivvv
BJRI	"BJ&#39;s Restaurants, Inc."	35.95	$836.13M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/bjri
